date,material,quantity_used,rainfall_mm
2023-02-07 00:00:00,Cement,996.0,3.0505531401386476
2023-02-08 00:00:00,Cement,1006.0,2.8842076590642485
2023-02-09 00:00:00,Cement,1020.0,2.5887248954418474
2023-02-10 00:00:00,Cement,989.0,7.579313562576438
2023-02-11 00:00:00,Cement,502.0,7.612433620900108
2023-02-12 00:00:00,Cement,0.0,3.3573078239675347
2023-02-13 00:00:00,Cement,1013.0,9.5256568353879
2023-02-14 00:00:00,Cement,962.0,0.19466502735030589
2023-02-15 00:00:00,Cement,986.0,6.1439064762241635
2023-02-16 00:00:00,Cement,1127.0,1.5122355580977642
2023-02-17 00:00:00,Cement,0.0,3.442300798524278
2023-02-18 00:00:00,Cement,506.0,0.9016102214063815
2023-02-19 00:00:00,Cement,486.0,1.7575621919606477
2023-02-20 00:00:00,Cement,1004.0,2.907964022266359
2023-02-21 00:00:00,Cement,1095.0,0.8068024780412364
2023-02-22 00:00:00,Cement,1068.0,3.11037987780458
2023-02-23 00:00:00,Cement,1005.0,6.536276824830559
2023-02-24 00:00:00,Cement,1066.0,7.4900694840802355
2023-02-25 00:00:00,Cement,453.0,3.9302126769002443
2023-02-26 00:00:00,Cement,514.0,5.057105328969974
2023-02-27 00:00:00,Cement,1086.0,6.619411293536862
2023-02-28 00:00:00,Cement,1040.0,2.133009828778313
2023-03-01 00:00:00,Cement,1177.0,5.129807750589959
2023-03-02 00:00:00,Cement,1068.0,2.516918673066557
2023-03-03 00:00:00,Cement,1096.0,5.860287116923317
2023-03-04 00:00:00,Cement,518.0,1.6956645215448718
2023-03-05 00:00:00,Cement,470.0,2.741243173997787
2023-03-06 00:00:00,Cement,1138.0,2.3638779498124265
2023-03-07 00:00:00,Cement,1039.0,0.8032756120180018
2023-03-08 00:00:00,Cement,0.0,7.78998328251004
2023-03-09 00:00:00,Cement,1165.0,0.15838216567720442
2023-03-10 00:00:00,Cement,1118.0,1.3498692737224594
2023-03-11 00:00:00,Cement,0.0,6.423607595117511
2023-03-12 00:00:00,Cement,515.0,8.712816335786886
2023-03-13 00:00:00,Cement,1090.0,7.921298496092558
2023-03-14 00:00:00,Cement,1086.0,3.7833815905128567
2023-03-15 00:00:00,Cement,1115.0,5.844682247061388
2023-03-16 00:00:00,Cement,1110.0,4.258394915763386
2023-03-17 00:00:00,Cement,1106.0,9.881439586643626
2023-03-18 00:00:00,Cement,503.0,3.9163261551130546
2023-03-19 00:00:00,Cement,650.0,0.49360943098906707
2023-03-20 00:00:00,Cement,1134.0,5.282836792284434
2023-03-21 00:00:00,Cement,1144.0,2.2820358627913597
2023-03-22 00:00:00,Cement,1172.0,2.579808917573022
2023-03-23 00:00:00,Cement,1166.0,5.92910340816598
2023-03-24 00:00:00,Cement,1108.0,8.265110311783735
2023-03-25 00:00:00,Cement,0.0,6.101418493579638
2023-03-26 00:00:00,Cement,600.0,3.534399091720901
2023-03-27 00:00:00,Cement,0.0,3.7833973963053866
2023-03-28 00:00:00,Cement,1087.0,6.2869054195174705
2023-03-29 00:00:00,Cement,1145.0,5.061784470762901
2023-03-30 00:00:00,Cement,1093.0,3.029555240309861
2023-03-31 00:00:00,Cement,1110.0,5.574492455005151
2023-04-01 00:00:00,Cement,693.0,3.2862657920359126
2023-04-02 00:00:00,Cement,0.0,2.0233014661110857
2023-04-03 00:00:00,Cement,1161.0,9.296096531868557
2023-04-04 00:00:00,Cement,1170.0,8.619470083057232
2023-04-05 00:00:00,Cement,1079.0,9.471080477896225
2023-04-06 00:00:00,Cement,1028.0,5.182438337225706
2023-04-07 00:00:00,Cement,1194.0,8.04239003114629
2023-04-08 00:00:00,Cement,592.0,5.642663415609924
2023-04-09 00:00:00,Cement,560.0,2.4185267117833966
2023-04-10 00:00:00,Cement,1083.0,8.650767299689912
2023-04-11 00:00:00,Cement,1208.0,1.259452371131884
2023-04-12 00:00:00,Cement,1154.0,5.418373440529271
2023-04-13 00:00:00,Cement,1175.0,3.694847883694915
2023-04-14 00:00:00,Cement,1192.0,8.341633974114043
2023-04-15 00:00:00,Cement,542.0,5.5867486414309075
2023-04-16 00:00:00,Cement,383.0,4.773018674728603
2023-04-17 00:00:00,Cement,1110.0,9.254619907392206
2023-04-18 00:00:00,Cement,1269.0,3.5014955567875505
2023-04-19 00:00:00,Cement,1201.0,2.521636119281342
2023-04-20 00:00:00,Cement,1165.0,5.036615321066344
2023-04-21 00:00:00,Cement,1229.0,3.3321378826464776
2023-04-22 00:00:00,Cement,500.0,3.8082418049452107
2023-04-23 00:00:00,Cement,483.0,8.989675819715199
2023-04-24 00:00:00,Cement,1213.0,1.072458465257845
2023-04-25 00:00:00,Cement,1161.0,6.74913684972015
2023-04-26 00:00:00,Cement,1105.0,4.122489660703613
2023-04-27 00:00:00,Cement,1106.0,0.6021225178213208
2023-04-28 00:00:00,Cement,1208.0,9.130533811028986
2023-04-29 00:00:00,Cement,535.0,6.887245651080651
2023-04-30 00:00:00,Cement,0.0,6.653571910720732
2023-05-01 00:00:00,Cement,0.0,9.232176064753801
2023-05-02 00:00:00,Cement,1080.0,9.827564373674326
2023-05-03 00:00:00,Cement,1141.0,7.269121447325636
2023-05-04 00:00:00,Cement,1151.0,4.787169067340727
2023-05-05 00:00:00,Cement,1193.0,6.6854237586074845
2023-05-06 00:00:00,Cement,641.0,4.487769945848708
2023-05-07 00:00:00,Cement,563.0,4.537342953832569
2023-05-08 00:00:00,Cement,1041.0,6.788958043774338
2023-05-09 00:00:00,Cement,1247.0,1.4157189562449979
2023-05-10 00:00:00,Cement,1127.0,1.183427106351015
2023-05-11 00:00:00,Cement,1226.0,1.0626332647852377
2023-05-12 00:00:00,Cement,1150.0,6.4907484003206095
2023-05-13 00:00:00,Cement,608.0,0.4676502127410065
2023-05-14 00:00:00,Cement,533.0,7.4176306638655625
2023-05-15 00:00:00,Cement,1047.0,2.7922106497070764
2023-05-16 00:00:00,Cement,1112.0,0.6232716104364722
2023-05-17 00:00:00,Cement,1150.0,3.2327275727838147
2023-05-18 00:00:00,Cement,1083.0,5.0900388478270315
2023-05-19 00:00:00,Cement,1057.0,4.61885213638086
2023-05-20 00:00:00,Cement,526.0,9.305661291679394
2023-05-21 00:00:00,Cement,684.0,0.32759006845431204
2023-05-22 00:00:00,Cement,1077.0,6.46978146982714
2023-05-23 00:00:00,Cement,1054.0,2.2168777368800727
2023-05-24 00:00:00,Cement,0.0,8.691570615585078
2023-05-25 00:00:00,Cement,0.0,3.8444915020458192
2023-05-26 00:00:00,Cement,1102.0,5.15678328887426
2023-05-27 00:00:00,Cement,504.0,2.772318852709902
2023-05-28 00:00:00,Cement,576.0,3.255339906280682
2023-05-29 00:00:00,Cement,1111.0,4.045281393466236
2023-05-30 00:00:00,Cement,1096.0,9.693845123182793
2023-05-31 00:00:00,Cement,0.0,7.839371670909324
2023-06-01 00:00:00,Cement,1092.0,2.3073030618846
2023-06-02 00:00:00,Cement,1066.0,8.888222767210934
2023-06-03 00:00:00,Cement,585.0,6.679286547786097
2023-06-04 00:00:00,Cement,546.0,2.710475213082959
2023-06-05 00:00:00,Cement,1059.0,1.4115194207259485
2023-06-06 00:00:00,Cement,0.0,6.346756931312322
2023-06-07 00:00:00,Cement,1073.0,2.0163631113834093
2023-06-08 00:00:00,Cement,0.0,6.774818123066492
2023-06-09 00:00:00,Cement,1047.0,2.907463175793871
2023-06-10 00:00:00,Cement,515.0,1.4732752900031487
2023-06-11 00:00:00,Cement,463.0,0.19754934426422177
2023-06-12 00:00:00,Cement,979.0,7.820781553633389
2023-06-13 00:00:00,Cement,1073.0,1.9198017087367414
2023-06-14 00:00:00,Cement,1057.0,2.2560789682558955
2023-06-15 00:00:00,Cement,1079.0,1.2644968390694844
2023-06-16 00:00:00,Cement,1043.0,3.835221973388779
2023-06-17 00:00:00,Cement,478.0,5.759592973804581
2023-06-18 00:00:00,Cement,507.0,1.4668132889741736
2023-06-19 00:00:00,Cement,1012.0,8.014153834906688
2023-06-20 00:00:00,Cement,0.0,0.11075204724243615
2023-06-21 00:00:00,Cement,1032.0,3.1399051579386725
2023-06-22 00:00:00,Cement,1037.0,3.5740192011597194
2023-06-23 00:00:00,Cement,1009.0,5.023916516352665
2023-06-24 00:00:00,Cement,386.0,1.0488293636248502
2023-06-25 00:00:00,Cement,0.0,1.0704725644031765
2023-06-26 00:00:00,Cement,1015.0,0.8299999016671755
2023-06-27 00:00:00,Cement,1123.0,1.918650056734259
2023-06-28 00:00:00,Cement,973.0,1.2971849408899472
2023-06-29 00:00:00,Cement,1016.0,6.84469523616155
2023-06-30 00:00:00,Cement,1039.0,8.033108664107822
2023-07-01 00:00:00,Cement,561.0,7.403441422309673
2023-07-02 00:00:00,Cement,551.0,6.481430905218344
2023-07-03 00:00:00,Cement,1012.0,0.7054580687245593
2023-07-04 00:00:00,Cement,0.0,4.637437998995901
2023-07-05 00:00:00,Cement,0.0,5.421832096953027
2023-07-06 00:00:00,Cement,957.0,6.829588606810049
2023-07-07 00:00:00,Cement,889.0,6.860430128386648
2023-07-08 00:00:00,Cement,611.0,2.976700931683165
2023-07-09 00:00:00,Cement,381.0,8.614590782268714
2023-07-10 00:00:00,Cement,987.0,5.226488214050513
2023-07-11 00:00:00,Cement,987.0,4.282161640663061
2023-07-12 00:00:00,Cement,953.0,1.2746320440250514
2023-07-13 00:00:00,Cement,1004.0,1.9291267398627687
2023-07-14 00:00:00,Cement,901.0,5.551082664167863
2023-07-15 00:00:00,Cement,489.0,5.178924724920267
2023-07-16 00:00:00,Cement,464.0,1.319107242138684
2023-07-17 00:00:00,Cement,1021.0,0.021016969259847196
2023-07-18 00:00:00,Cement,970.0,9.567698163664682
2023-07-19 00:00:00,Cement,914.0,5.034194048915198
2023-07-20 00:00:00,Cement,919.0,4.936677471785369
2023-07-21 00:00:00,Cement,894.0,3.0895413577028608
2023-07-22 00:00:00,Cement,431.0,5.097300681547399
2023-07-23 00:00:00,Cement,497.0,1.1957833825540454
2023-07-24 00:00:00,Cement,0.0,7.709611991374375
2023-07-25 00:00:00,Cement,1003.0,8.834856688879459
2023-07-26 00:00:00,Cement,0.0,8.132051444834271
2023-07-27 00:00:00,Cement,989.0,5.108624407141403
2023-07-28 00:00:00,Cement,921.0,5.901592090576791
2023-07-29 00:00:00,Cement,433.0,5.225581124472586
2023-07-30 00:00:00,Cement,491.0,6.577732858357025
2023-07-31 00:00:00,Cement,886.0,9.823303686520886
2023-08-01 00:00:00,Cement,1009.0,1.3745068552154749
2023-08-02 00:00:00,Cement,932.0,5.098612617156636
2023-08-03 00:00:00,Cement,959.0,6.464237994382706
2023-08-04 00:00:00,Cement,907.0,1.9311891750124133
2023-08-05 00:00:00,Cement,395.0,8.351222171184123
2023-08-06 00:00:00,Cement,468.0,8.835395482588552
2023-08-07 00:00:00,Cement,980.0,3.785706004283166
2023-08-08 00:00:00,Cement,838.0,0.6535380504503929
2023-08-09 00:00:00,Cement,928.0,1.356222475176151
2023-08-10 00:00:00,Cement,952.0,4.138799121305511
2023-08-11 00:00:00,Cement,857.0,8.67804355755688
2023-08-12 00:00:00,Cement,416.0,5.855196046477862
2023-08-13 00:00:00,Cement,427.0,9.157744352358359
2023-08-14 00:00:00,Cement,894.0,4.315261687478228
2023-08-15 00:00:00,Cement,1002.0,2.741535166973059
2023-08-16 00:00:00,Cement,812.0,0.8569850452740513
2023-08-17 00:00:00,Cement,866.0,8.446859669357796
2023-08-18 00:00:00,Cement,819.0,6.645977967577792
2023-08-19 00:00:00,Cement,514.0,1.1136900514306314
2023-08-20 00:00:00,Cement,383.0,6.923779175873445
2023-08-21 00:00:00,Cement,0.0,3.3469851495647718
2023-08-22 00:00:00,Cement,1000.0,0.5742042283006388
2023-08-23 00:00:00,Cement,876.0,5.1745096147742835
2023-08-24 00:00:00,Cement,860.0,2.86665210574938
2023-08-25 00:00:00,Cement,886.0,6.7266283783987815
2023-08-26 00:00:00,Cement,427.0,3.4298733862080133
2023-08-27 00:00:00,Cement,358.0,6.000034042427817
2023-08-28 00:00:00,Cement,928.0,8.535201702572863
2023-08-29 00:00:00,Cement,965.0,3.83573446212754
2023-08-30 00:00:00,Cement,893.0,9.572868732190235
2023-08-31 00:00:00,Cement,967.0,3.5406004951483228
2023-09-01 00:00:00,Cement,904.0,3.1110853237339797
2023-09-02 00:00:00,Cement,399.0,1.5733945040809172
2023-09-03 00:00:00,Cement,0.0,4.404418167293738
2023-09-04 00:00:00,Cement,878.0,2.9648561915116325
2023-09-05 00:00:00,Cement,841.0,8.889199229927051
2023-09-06 00:00:00,Cement,863.0,1.304151875271391
2023-09-07 00:00:00,Cement,878.0,5.0171873881075975
2023-09-08 00:00:00,Cement,889.0,6.0543654535440385
2023-09-09 00:00:00,Cement,482.0,4.655631318626808
2023-09-10 00:00:00,Cement,406.0,3.5980696581727942
2023-09-11 00:00:00,Cement,864.0,7.87110371646432
2023-09-12 00:00:00,Cement,791.0,5.583131702764243
2023-09-13 00:00:00,Cement,865.0,3.9778778565501294
2023-09-14 00:00:00,Cement,912.0,7.2573745972275985
2023-09-15 00:00:00,Cement,850.0,0.26160787612495406
2023-09-16 00:00:00,Cement,0.0,3.6411529757026875
2023-09-17 00:00:00,Cement,363.0,8.617272364286597
2023-09-18 00:00:00,Cement,916.0,1.3380980402481335
2023-09-19 00:00:00,Cement,725.0,2.9777604695669257
2023-09-20 00:00:00,Cement,884.0,3.969230091862647
2023-09-21 00:00:00,Cement,926.0,5.192012630561747
2023-09-22 00:00:00,Cement,842.0,5.150077346981505
2023-09-23 00:00:00,Cement,408.0,2.913157430181884
2023-09-24 00:00:00,Cement,387.0,9.864756055975588
2023-09-25 00:00:00,Cement,0.0,2.6822558386353403
2023-09-26 00:00:00,Cement,931.0,7.898687237424284
2023-09-27 00:00:00,Cement,810.0,3.200236363828525
2023-09-28 00:00:00,Cement,862.0,7.995190000025997
2023-09-29 00:00:00,Cement,847.0,7.432874855546937
2023-09-30 00:00:00,Cement,509.0,0.6163964678277079
2023-10-01 00:00:00,Cement,219.0,97.89902715883164
2023-10-02 00:00:00,Cement,601.0,120.9754230640604
2023-10-03 00:00:00,Cement,602.0,99.3562773755747
2023-10-04 00:00:00,Cement,548.0,119.97371107262136
2023-10-05 00:00:00,Cement,674.0,86.69308363312936
2023-10-06 00:00:00,Cement,410.0,148.31038842703418
2023-10-07 00:00:00,Cement,147.0,89.0133590139234
2023-10-08 00:00:00,Cement,192.0,111.45967499127305
2023-10-09 00:00:00,Cement,0.0,60.41821882115737
2023-10-10 00:00:00,Cement,668.0,84.69056168685222
2023-10-11 00:00:00,Cement,717.0,70.16431089080638
2023-10-12 00:00:00,Cement,529.0,125.15309514820953
2023-10-13 00:00:00,Cement,631.0,73.07243599637596
2023-10-14 00:00:00,Cement,0.0,78.94287737885341
2023-10-15 00:00:00,Cement,276.0,61.94337655609415
2023-10-16 00:00:00,Cement,451.0,130.14215303131928
2023-10-17 00:00:00,Cement,587.0,111.1595519927542
2023-10-18 00:00:00,Cement,811.0,55.355069008398814
2023-10-19 00:00:00,Cement,512.0,130.76215194279064
2023-10-20 00:00:00,Cement,563.0,135.83923750059702
2023-10-21 00:00:00,Cement,401.0,60.79986664748751
2023-10-22 00:00:00,Cement,31.0,142.5725846144015
2023-10-23 00:00:00,Cement,600.0,124.41997502232068
2023-10-24 00:00:00,Cement,698.0,85.90578205814735
2023-10-25 00:00:00,Cement,550.0,113.64617943271143
2023-10-26 00:00:00,Cement,617.0,101.87497329907464
2023-10-27 00:00:00,Cement,651.0,113.00720984366566
2023-10-28 00:00:00,Cement,0.0,147.267353860452
2023-10-29 00:00:00,Cement,114.0,112.62508245391314
2023-10-30 00:00:00,Cement,567.0,142.82388562354282
2023-10-31 00:00:00,Cement,712.0,89.48925040543352
2023-11-01 00:00:00,Cement,521.0,120.0204961288321
2023-11-02 00:00:00,Cement,537.0,105.9388314142834
2023-11-03 00:00:00,Cement,0.0,90.81297269916705
2023-11-04 00:00:00,Cement,210.0,106.92287432322334
2023-11-05 00:00:00,Cement,277.0,79.45505889484151
2023-11-06 00:00:00,Cement,704.0,67.48391159253579
2023-11-07 00:00:00,Cement,633.0,120.66659730281056
2023-11-08 00:00:00,Cement,603.0,94.36320947500411
2023-11-09 00:00:00,Cement,792.0,68.07952925291681
2023-11-10 00:00:00,Cement,804.0,60.105047662754444
2023-11-11 00:00:00,Cement,284.0,87.71234400575713
2023-11-12 00:00:00,Cement,265.0,92.1755775521711
2023-11-13 00:00:00,Cement,667.0,128.63219680444098
2023-11-14 00:00:00,Cement,610.0,119.197183764615
2023-11-15 00:00:00,Cement,643.0,106.05385839309335
2023-11-16 00:00:00,Cement,754.0,99.26156395344252
2023-11-17 00:00:00,Cement,719.0,110.99051661946673
2023-11-18 00:00:00,Cement,249.0,69.11355387826282
2023-11-19 00:00:00,Cement,305.0,65.31964815920959
2023-11-20 00:00:00,Cement,718.0,111.52824140511382
2023-11-21 00:00:00,Cement,0.0,70.6291232702376
2023-11-22 00:00:00,Cement,847.0,84.7272605335207
2023-11-23 00:00:00,Cement,914.0,53.932728676462496
2023-11-24 00:00:00,Cement,0.0,94.357645713329
2023-11-25 00:00:00,Cement,129.0,127.5767526838899
2023-11-26 00:00:00,Cement,236.0,92.40808597574238
2023-11-27 00:00:00,Cement,0.0,79.06052416493387
2023-11-28 00:00:00,Cement,747.0,112.30837268212468
2023-11-29 00:00:00,Cement,741.0,99.66719534207235
2023-11-30 00:00:00,Cement,804.0,71.4411911802343
2023-12-01 00:00:00,Cement,680.0,122.89268665512381
2023-12-02 00:00:00,Cement,274.0,85.76022141585567
2023-12-03 00:00:00,Cement,204.0,143.05754121587884
2023-12-04 00:00:00,Cement,703.0,131.0451856003829
2023-12-05 00:00:00,Cement,729.0,95.39422857678804
2023-12-06 00:00:00,Cement,673.0,110.29264894439126
2023-12-07 00:00:00,Cement,0.0,54.93528334260163
2023-12-08 00:00:00,Cement,934.0,63.473984220725264
2023-12-09 00:00:00,Cement,238.0,124.48818559485684
2023-12-10 00:00:00,Cement,205.0,95.12088426769839
2023-12-11 00:00:00,Cement,933.0,65.21422418030177
2023-12-12 00:00:00,Cement,894.0,56.153482492512396
2023-12-13 00:00:00,Cement,0.0,81.77289581560674
2023-12-14 00:00:00,Cement,784.0,99.15547862677295
2023-12-15 00:00:00,Cement,814.0,127.92679035186727
2023-12-16 00:00:00,Cement,338.0,83.04657627339863
2023-12-17 00:00:00,Cement,249.0,110.92477483051292
2023-12-18 00:00:00,Cement,1003.0,62.191943658281076
2023-12-19 00:00:00,Cement,803.0,146.07463890459638
2023-12-20 00:00:00,Cement,906.0,112.62542342698953
2023-12-21 00:00:00,Cement,713.0,145.3367519085788
2023-12-22 00:00:00,Cement,0.0,87.07426879684832
2023-12-23 00:00:00,Cement,443.0,52.23184113960766
2023-12-24 00:00:00,Cement,0.0,63.50698015234795
2023-12-25 00:00:00,Cement,688.0,129.95803788296416
2023-12-26 00:00:00,Cement,963.0,62.77418033544401
2023-12-27 00:00:00,Cement,865.0,137.56424524759507
2023-12-28 00:00:00,Cement,889.0,122.03173270077036
2023-12-29 00:00:00,Cement,1042.0,67.62156276685491
2023-12-30 00:00:00,Cement,304.0,87.44649684531552
2023-12-31 00:00:00,Cement,177.0,138.44610120246068
2024-01-01 00:00:00,Cement,1306.0,7.915118560806831
2024-01-02 00:00:00,Cement,1212.0,4.342708758172176
2024-01-03 00:00:00,Cement,1262.0,4.028803261751022
2024-01-04 00:00:00,Cement,1216.0,8.64949642303862
2024-01-05 00:00:00,Cement,1247.0,2.1966890138479576
2024-01-06 00:00:00,Cement,656.0,9.028011422426918
2024-01-07 00:00:00,Cement,537.0,6.18579874369753
2024-01-08 00:00:00,Cement,1310.0,7.447705772461055
2024-01-09 00:00:00,Cement,1359.0,6.310501000214321
2024-01-10 00:00:00,Cement,1301.0,1.456403566446598
2024-01-11 00:00:00,Cement,1172.0,8.753220841209954
2024-01-12 00:00:00,Cement,1174.0,9.668199520686821
2024-01-13 00:00:00,Cement,612.0,4.3655677873444185
2024-01-14 00:00:00,Cement,660.0,1.8596644836970722
2024-01-15 00:00:00,Cement,1279.0,0.08650132664331012
2024-01-16 00:00:00,Cement,1397.0,8.31643120506951
2024-01-17 00:00:00,Cement,1274.0,7.778017761308382
2024-01-18 00:00:00,Cement,0.0,7.6415082668526875
2024-01-19 00:00:00,Cement,1302.0,6.787436316946771
2024-01-20 00:00:00,Cement,726.0,7.365877118518165
2024-01-21 00:00:00,Cement,717.0,3.1555158932830563
2024-01-22 00:00:00,Cement,0.0,5.874215563848581
2024-01-23 00:00:00,Cement,1407.0,5.110547598301055
2024-01-24 00:00:00,Cement,1319.0,9.471888261465079
2024-01-25 00:00:00,Cement,0.0,2.361708933458969
2024-01-26 00:00:00,Cement,1379.0,3.280740478473372
2024-01-27 00:00:00,Cement,549.0,7.58180118149056
2024-01-28 00:00:00,Cement,644.0,9.911955026859069
2024-01-29 00:00:00,Cement,1324.0,0.9375389630270181
2024-01-30 00:00:00,Cement,1288.0,8.195643375291166
2024-01-31 00:00:00,Cement,1311.0,7.721893079764009
2024-02-01 00:00:00,Cement,1410.0,3.9994010936207625
2024-02-02 00:00:00,Cement,1394.0,4.531403203211194
2024-02-03 00:00:00,Cement,0.0,2.8374969454399523
2024-02-04 00:00:00,Cement,796.0,4.961670519998563
2024-02-05 00:00:00,Cement,1425.0,5.210432475126273
2024-02-06 00:00:00,Cement,0.0,9.666132057961061
2024-02-07 00:00:00,Cement,1424.0,5.468408198921213
2024-02-08 00:00:00,Cement,1378.0,8.851135116942567
2024-02-09 00:00:00,Cement,1406.0,6.820079662224943
2024-02-10 00:00:00,Cement,762.0,5.49547524982702
2024-02-11 00:00:00,Cement,642.0,2.152326185533253
2024-02-12 00:00:00,Cement,1354.0,5.66962767895531
2024-02-13 00:00:00,Cement,1500.0,2.609992595483661
2024-02-14 00:00:00,Cement,1381.0,2.5624312332802157
2024-02-15 00:00:00,Cement,1489.0,2.5796265776597593
2024-02-16 00:00:00,Cement,1462.0,9.126562451720627
2024-02-17 00:00:00,Cement,818.0,0.39649433885713403
2024-02-18 00:00:00,Cement,767.0,2.957015497091693
2024-02-19 00:00:00,Cement,1377.0,0.22861487892591903
2024-02-20 00:00:00,Cement,1437.0,8.445382627948385
2024-02-21 00:00:00,Cement,1420.0,2.381206717690647
2024-02-22 00:00:00,Cement,1461.0,1.5687812466376005
2024-02-23 00:00:00,Cement,0.0,7.6569305859233205
2024-02-24 00:00:00,Cement,643.0,5.968097420263226
2024-02-25 00:00:00,Cement,699.0,5.960637617370486
2024-02-26 00:00:00,Cement,1493.0,1.6296350939065662
2024-02-27 00:00:00,Cement,1497.0,4.071342419552938
2024-02-28 00:00:00,Cement,1533.0,5.045639080954693
2024-02-29 00:00:00,Cement,1420.0,4.105894006075501
2024-03-01 00:00:00,Cement,1483.0,6.850048985642751
2024-03-02 00:00:00,Cement,633.0,9.920326619922404
2024-03-03 00:00:00,Cement,659.0,6.640538539095403
2024-03-04 00:00:00,Cement,1413.0,1.6395386631606212
2024-03-05 00:00:00,Cement,1545.0,1.1429255485456724
2024-03-06 00:00:00,Cement,1527.0,8.748629529404644
2024-03-07 00:00:00,Cement,1503.0,9.156092090581229
2024-03-08 00:00:00,Cement,1575.0,9.959086626259262
2024-03-09 00:00:00,Cement,787.0,3.8146203232915497
2024-03-10 00:00:00,Cement,763.0,2.8562993589350825
2024-03-11 00:00:00,Cement,0.0,4.638682041110297
2024-03-12 00:00:00,Cement,1533.0,2.8836826704770067
2024-03-13 00:00:00,Cement,1528.0,0.5882334925814969
2024-03-14 00:00:00,Cement,1483.0,0.18155366248550964
2024-03-15 00:00:00,Cement,1474.0,9.44902488558117
2024-03-16 00:00:00,Cement,701.0,2.8793036095615876
2024-03-17 00:00:00,Cement,802.0,8.874458887804392
2024-03-18 00:00:00,Cement,0.0,0.084678704604918
2024-03-19 00:00:00,Cement,1504.0,0.7430061235500252
2024-03-20 00:00:00,Cement,1586.0,2.6242743848807115
2024-03-21 00:00:00,Cement,1600.0,7.33151646602591
2024-03-22 00:00:00,Cement,1553.0,1.2429143482816118
2024-03-23 00:00:00,Cement,725.0,7.983646919474882
2024-03-24 00:00:00,Cement,765.0,5.29801151956665
2024-03-25 00:00:00,Cement,1604.0,8.430495911449405
2024-03-26 00:00:00,Cement,1544.0,3.3818717001876486
2024-03-27 00:00:00,Cement,1580.0,3.312473396338228
2024-03-28 00:00:00,Cement,1510.0,0.11277072977692759
2024-03-29 00:00:00,Cement,1576.0,2.6915910400419674
2024-03-30 00:00:00,Cement,761.0,0.31080765439018276
2024-03-31 00:00:00,Cement,688.0,8.577425416505863
2024-04-01 00:00:00,Cement,1600.0,0.3811020825106637
2024-04-02 00:00:00,Cement,1597.0,3.4228906654272517
2024-04-03 00:00:00,Cement,1536.0,7.182992967423864
2024-04-04 00:00:00,Cement,0.0,1.80591354729155
2024-04-05 00:00:00,Cement,1456.0,8.523831827831474
2024-04-06 00:00:00,Cement,846.0,5.488277439674716
2024-04-07 00:00:00,Cement,744.0,5.6613153495806765
2024-04-08 00:00:00,Cement,1605.0,8.239627975485707
2024-04-09 00:00:00,Cement,1632.0,0.444997972932889
2024-04-10 00:00:00,Cement,0.0,7.811004514399418
2024-04-11 00:00:00,Cement,1667.0,7.28113486752121
2024-04-12 00:00:00,Cement,1557.0,2.018058949457744
2024-04-13 00:00:00,Cement,0.0,0.7335892267343413
2024-04-14 00:00:00,Cement,763.0,8.50002262227228
2024-04-15 00:00:00,Cement,1597.0,9.148161470460849
